host_time_iso,device_tick_ms,ch0_pF,ch1_pF,ch2_pF,ch3_pF
2026-07-15T10:38:32.129,62034,1.7078,0.2431,0.255,0.2248
2026-07-15T10:38:32.282,62187,1.7083,0.2413,0.2559,0.2262
2026-07-15T10:38:32.436,62340,1.711,0.2431,0.2541,0.2253
2026-07-15T10:38:32.588,62493,1.7128,0.2418,0.2541,0.2253
2026-07-15T10:38:32.742,62646,1.7101,0.2431,0.2582,0.2244
2026-07-15T10:38:32.895,62799,1.706,0.2431,0.255,0.2235
2026-07-15T10:38:33.047,62952,1.7078,0.244,0.2559,0.223
2026-07-15T10:38:33.200,63105,1.7055,0.2408,0.2559,0.2244
2026-07-15T10:38:33.354,63258,1.7069,0.2454,0.2577,0.2271
2026-07-15T10:38:33.506,63411,1.7014,0.2404,0.255,0.228
2026-07-15T10:38:33.659,63564,1.7042,0.2408,0.2536,0.2253
2026-07-15T10:38:33.812,63717,1.7074,0.2445,0.2541,0.2248
2026-07-15T10:38:33.966,63870,1.7032,0.2431,0.2568,0.2203
2026-07-15T10:38:34.118,64023,1.7032,0.2413,0.2582,0.2258
2026-07-15T10:38:34.271,64176,1.7064,0.245,0.2541,0.223
2026-07-15T10:38:34.424,64329,1.7069,0.2468,0.255,0.2258
2026-07-15T10:38:34.578,64482,1.7042,0.2408,0.2523,0.2248
2026-07-15T10:38:34.731,64635,1.7019,0.2445,0.2541,0.2226
2026-07-15T10:38:34.884,64788,1.6968,0.2427,0.255,0.2267
2026-07-15T10:38:35.036,64941,1.7014,0.244,0.2527,0.2221
2026-07-15T10:38:35.190,65094,1.6987,0.2445,0.2568,0.2248
2026-07-15T10:38:35.342,65247,1.7014,0.2367,0.2532,0.2248
2026-07-15T10:38:35.496,65400,1.7028,0.2413,0.2536,0.2262
2026-07-15T10:38:35.649,65553,1.7064,0.2422,0.2518,0.2244
2026-07-15T10:38:35.802,65706,1.7037,0.2427,0.2545,0.2262
2026-07-15T10:38:35.955,65859,1.7019,0.2404,0.2532,0.2303
2026-07-15T10:38:36.107,66012,1.7042,0.2436,0.2532,0.2258
2026-07-15T10:38:36.260,66165,1.7051,0.2422,0.2555,0.2244
2026-07-15T10:38:36.413,66318,1.7042,0.2422,0.2532,0.2253
2026-07-15T10:38:36.566,66471,1.6982,0.2404,0.2518,0.2262
2026-07-15T10:38:36.720,66624,1.7032,0.2404,0.2564,0.229
2026-07-15T10:38:36.873,66777,1.7023,0.2422,0.2536,0.2244
2026-07-15T10:38:37.026,66930,1.7064,0.2404,0.2555,0.2235
2026-07-15T10:38:37.179,67083,1.706,0.2381,0.2527,0.2235
2026-07-15T10:38:37.331,67236,1.7046,0.2404,0.255,0.2216
2026-07-15T10:38:37.484,67389,1.701,0.2395,0.2513,0.2253
2026-07-15T10:38:37.637,67542,1.7032,0.239,0.2559,0.2212
2026-07-15T10:38:37.790,67695,1.7069,0.2459,0.2523,0.2276
2026-07-15T10:38:37.944,67848,1.7028,0.2408,0.2532,0.2262
2026-07-15T10:38:38.097,68001,1.7014,0.245,0.2541,0.2271
2026-07-15T10:38:38.249,68154,1.7005,0.2408,0.255,0.2267
2026-07-15T10:38:38.402,68307,1.7051,0.2436,0.2541,0.2248
2026-07-15T10:38:38.555,68460,1.7055,0.2408,0.2559,0.2253
2026-07-15T10:38:38.708,68613,1.7051,0.2427,0.255,0.2258
2026-07-15T10:38:38.861,68766,1.7042,0.2399,0.2527,0.2253
2026-07-15T10:38:39.014,68919,1.7069,0.2399,0.2564,0.2244
2026-07-15T10:38:39.167,69072,1.7074,0.2445,0.2536,0.2276
2026-07-15T10:38:39.321,69225,1.7106,0.2408,0.255,0.2216
2026-07-15T10:38:39.473,69378,1.7106,0.2408,0.2532,0.2244
2026-07-15T10:38:39.626,69531,1.711,0.2431,0.2545,0.2267
2026-07-15T10:38:39.779,69684,1.7083,0.2436,0.2541,0.2235
2026-07-15T10:38:39.932,69837,1.7101,0.2418,0.2568,0.2271
2026-07-15T10:38:40.085,69990,1.7106,0.2445,0.2541,0.2276
2026-07-15T10:38:40.238,70143,1.7124,0.2431,0.2536,0.2258
2026-07-15T10:38:40.391,70296,1.7124,0.2431,0.2541,0.2267
2026-07-15T10:38:40.544,70449,1.7124,0.2408,0.2564,0.2235
2026-07-15T10:38:40.697,70602,1.7128,0.2413,0.2532,0.2258
2026-07-15T10:38:40.850,70755,1.7147,0.2413,0.2518,0.2239
2026-07-15T10:38:41.003,70908,1.7101,0.2418,0.2573,0.223
2026-07-15T10:38:41.156,71061,1.7138,0.2408,0.2518,0.228
2026-07-15T10:38:41.309,71214,1.7101,0.2427,0.2545,0.2248
2026-07-15T10:38:41.462,71367,1.7183,0.2404,0.2527,0.2235
2026-07-15T10:38:41.615,71520,1.7128,0.2445,0.2523,0.2258
2026-07-15T10:38:41.768,71673,1.7096,0.2399,0.2523,0.2239
2026-07-15T10:38:41.921,71826,1.7188,0.2413,0.2527,0.2244
2026-07-15T10:38:42.074,71979,1.7156,0.2399,0.2536,0.2235
2026-07-15T10:38:42.227,72132,1.7165,0.2418,0.2587,0.2262
2026-07-15T10:38:42.380,72285,1.7156,0.2454,0.2536,0.2267
2026-07-15T10:38:42.533,72438,1.7147,0.2404,0.2536,0.2262
2026-07-15T10:38:42.686,72591,1.7133,0.2427,0.2513,0.2235
2026-07-15T10:38:42.839,72744,1.711,0.2468,0.2555,0.2271
2026-07-15T10:38:42.992,72897,1.7128,0.2422,0.2541,0.2271
2026-07-15T10:38:43.145,73050,1.7138,0.2422,0.2559,0.223
2026-07-15T10:38:43.298,73203,1.7119,0.2413,0.2504,0.2253
2026-07-15T10:38:43.451,73356,1.7101,0.245,0.255,0.2239
2026-07-15T10:38:43.604,73509,1.7151,0.2395,0.2564,0.2258
2026-07-15T10:38:43.757,73662,1.7096,0.2408,0.2545,0.2235
2026-07-15T10:38:43.910,73815,1.7096,0.2399,0.2527,0.2226
2026-07-15T10:38:44.063,73968,1.711,0.2445,0.2536,0.2216
2026-07-15T10:38:44.216,74121,1.7106,0.2427,0.255,0.2248
2026-07-15T10:38:44.369,74274,1.7087,0.2427,0.2523,0.2262
2026-07-15T10:38:44.522,74427,1.7119,0.2386,0.2518,0.2267
2026-07-15T10:38:44.675,74580,1.7046,0.2395,0.2495,0.2276
2026-07-15T10:38:44.828,74733,1.7101,0.245,0.2513,0.2235
2026-07-15T10:38:44.981,74886,1.7064,0.2413,0.2536,0.2248
2026-07-15T10:38:45.134,75039,1.7042,0.2436,0.2545,0.2271
2026-07-15T10:38:45.287,75192,1.7019,0.2408,0.2555,0.2276
2026-07-15T10:38:45.440,75345,1.7042,0.2427,0.2527,0.2253
2026-07-15T10:38:45.593,75498,1.7028,0.2381,0.2536,0.2235
2026-07-15T10:38:45.746,75651,1.7037,0.2418,0.2513,0.2267
2026-07-15T10:38:45.899,75804,1.6996,0.2445,0.2555,0.229
2026-07-15T10:38:46.052,75957,1.701,0.2454,0.2573,0.2244
2026-07-15T10:38:46.205,76110,1.6991,0.2422,0.2545,0.2258
2026-07-15T10:38:46.358,76263,1.7014,0.245,0.2527,0.2267
2026-07-15T10:38:46.511,76416,1.7042,0.244,0.2555,0.2244
2026-07-15T10:38:46.664,76569,1.701,0.244,0.2536,0.2253
2026-07-15T10:38:46.817,76722,1.6964,0.2386,0.2523,0.228
2026-07-15T10:38:46.970,76875,1.7019,0.2436,0.2527,0.2267
2026-07-15T10:38:47.123,77028,1.7,0.2399,0.2573,0.2248
2026-07-15T10:38:47.276,77181,1.6982,0.2431,0.255,0.2267
2026-07-15T10:38:47.429,77334,1.6996,0.2418,0.2532,0.2244
2026-07-15T10:38:47.582,77487,1.7005,0.245,0.2527,0.2262
2026-07-15T10:38:47.735,77640,1.701,0.2427,0.2564,0.2244
2026-07-15T10:38:47.888,77793,1.7,0.2413,0.2536,0.2253
2026-07-15T10:38:48.041,77946,1.7037,0.2422,0.255,0.2267
2026-07-15T10:38:48.194,78099,1.7087,0.2395,0.2509,0.2226
2026-07-15T10:38:48.347,78252,1.7019,0.2436,0.2559,0.2244
2026-07-15T10:38:48.500,78405,1.7037,0.2413,0.2527,0.2271
2026-07-15T10:38:48.653,78558,1.7032,0.2372,0.2532,0.2235
2026-07-15T10:38:48.806,78711,1.7074,0.2445,0.2555,0.2244
2026-07-15T10:38:48.959,78864,1.706,0.2399,0.2545,0.2258
2026-07-15T10:38:49.112,79017,1.7046,0.239,0.2555,0.2239
2026-07-15T10:38:49.264,79170,1.7092,0.2404,0.2532,0.223
2026-07-15T10:38:49.418,79323,1.7106,0.2418,0.255,0.229
2026-07-15T10:38:49.571,79476,1.7078,0.239,0.2555,0.223
2026-07-15T10:38:49.724,79629,1.7119,0.245,0.255,0.2239
2026-07-15T10:38:49.877,79782,1.7096,0.2436,0.2541,0.2258
2026-07-15T10:38:50.029,79935,1.7115,0.245,0.2532,0.2276
2026-07-15T10:38:50.182,80088,1.7138,0.2454,0.2523,0.2216
2026-07-15T10:38:50.336,80241,1.7069,0.2459,0.255,0.2253
2026-07-15T10:38:50.489,80394,1.7124,0.2427,0.2564,0.2271
2026-07-15T10:38:50.642,80547,1.7133,0.2404,0.2568,0.2239
2026-07-15T10:38:50.795,80700,1.7147,0.244,0.2523,0.2258
2026-07-15T10:38:50.948,80853,1.7101,0.2459,0.2536,0.2235
2026-07-15T10:38:51.101,81006,1.7119,0.2404,0.2555,0.2262
2026-07-15T10:38:51.253,81159,1.7119,0.2395,0.2527,0.2248
2026-07-15T10:38:51.407,81312,1.7165,0.245,0.2518,0.2258
2026-07-15T10:38:51.559,81465,1.7124,0.2413,0.2564,0.2262
2026-07-15T10:38:51.713,81618,1.7188,0.2404,0.2532,0.2235
2026-07-15T10:38:51.865,81771,1.7142,0.2445,0.2555,0.2276
2026-07-15T10:38:52.019,81924,1.7128,0.2418,0.2518,0.2271
2026-07-15T10:38:52.172,82077,1.716,0.244,0.2536,0.2271
2026-07-15T10:38:52.324,82230,1.7096,0.2422,0.2536,0.2276
2026-07-15T10:38:52.478,82383,1.7133,0.244,0.2545,0.2271
2026-07-15T10:38:52.630,82536,1.7101,0.2427,0.2541,0.2253
2026-07-15T10:38:52.783,82689,1.7124,0.2386,0.2518,0.2267
2026-07-15T10:38:52.936,82842,1.7101,0.2418,0.255,0.2244
2026-07-15T10:38:53.090,82995,1.7106,0.2399,0.2509,0.2276
2026-07-15T10:38:53.243,83148,1.7101,0.244,0.2555,0.2235
2026-07-15T10:38:53.395,83301,1.7096,0.2436,0.255,0.2258
2026-07-15T10:38:53.548,83454,1.7083,0.2427,0.2555,0.2244
2026-07-15T10:38:53.702,83607,1.7074,0.2427,0.2536,0.2258
2026-07-15T10:38:53.854,83760,1.7092,0.2404,0.2523,0.2235
2026-07-15T10:38:54.007,83913,1.7074,0.2404,0.25,0.2276
2026-07-15T10:38:54.160,84066,1.7083,0.2422,0.2564,0.2271
2026-07-15T10:38:54.313,84219,1.7092,0.2422,0.2518,0.2253
2026-07-15T10:38:54.466,84372,1.706,0.2413,0.2536,0.2239
2026-07-15T10:38:54.619,84525,1.7046,0.2395,0.2541,0.2221
2026-07-15T10:38:54.772,84678,1.7064,0.2418,0.2564,0.2276
2026-07-15T10:38:54.925,84831,1.7096,0.2408,0.2527,0.2244
2026-07-15T10:38:55.078,84984,1.7074,0.2422,0.2527,0.2221
2026-07-15T10:38:55.231,85137,1.7046,0.2408,0.2559,0.2294
2026-07-15T10:38:55.384,85290,1.7051,0.2459,0.2559,0.2216
2026-07-15T10:38:55.537,85443,1.7051,0.2399,0.2568,0.223
2026-07-15T10:38:55.690,85596,1.7032,0.239,0.2513,0.223
2026-07-15T10:38:55.843,85749,1.7051,0.2436,0.2513,0.2239
2026-07-15T10:38:55.996,85902,1.7051,0.2431,0.255,0.2267
2026-07-15T10:38:56.149,86055,1.7,0.2436,0.2518,0.2262
2026-07-15T10:38:56.302,86208,1.7055,0.2427,0.2536,0.2244
2026-07-15T10:38:56.455,86361,1.7037,0.2422,0.2518,0.2239
2026-07-15T10:38:56.608,86514,1.6996,0.2445,0.255,0.2244
2026-07-15T10:38:56.761,86667,1.7019,0.2468,0.2555,0.2244
2026-07-15T10:38:56.914,86820,1.6982,0.2445,0.2564,0.2253
2026-07-15T10:38:57.067,86973,1.7014,0.2431,0.2523,0.2248
2026-07-15T10:38:57.220,87126,1.6987,0.2408,0.2523,0.2248
2026-07-15T10:38:57.373,87279,1.6987,0.2408,0.2564,0.229
2026-07-15T10:38:57.526,87432,1.6978,0.2431,0.2523,0.2239
2026-07-15T10:38:57.679,87585,1.7,0.244,0.2559,0.2226
2026-07-15T10:38:57.832,87738,1.6987,0.245,0.2518,0.2262
2026-07-15T10:38:57.985,87891,1.6996,0.2431,0.2559,0.2194
2026-07-15T10:38:58.138,88044,1.6996,0.2418,0.2564,0.2271
2026-07-15T10:38:58.291,88197,1.7005,0.2427,0.2541,0.2235
2026-07-15T10:38:58.444,88350,1.6996,0.2445,0.2541,0.2262
2026-07-15T10:38:58.597,88503,1.6991,0.2408,0.2545,0.223
2026-07-15T10:38:58.750,88656,1.701,0.2399,0.2532,0.2226
2026-07-15T10:38:58.903,88809,1.7005,0.2431,0.2532,0.2239
2026-07-15T10:38:59.056,88962,1.6978,0.2404,0.2532,0.2253
2026-07-15T10:38:59.209,89115,1.6996,0.244,0.255,0.2285
2026-07-15T10:38:59.362,89268,1.6991,0.2431,0.2527,0.2244
2026-07-15T10:38:59.515,89421,1.6982,0.2381,0.2527,0.2248
2026-07-15T10:38:59.668,89574,1.6959,0.2408,0.2559,0.2239
2026-07-15T10:38:59.821,89727,1.6982,0.2399,0.2527,0.2244
2026-07-15T10:38:59.974,89880,1.6968,0.2381,0.2536,0.2239
2026-07-15T10:39:00.127,90033,1.6973,0.2404,0.2527,0.2258
2026-07-15T10:39:00.280,90186,1.7042,0.2427,0.2523,0.2244
2026-07-15T10:39:00.433,90339,1.7014,0.2427,0.2545,0.2262
2026-07-15T10:39:00.586,90492,1.7019,0.244,0.2545,0.2235
2026-07-15T10:39:00.739,90645,1.7005,0.2422,0.2541,0.2253
2026-07-15T10:39:00.892,90798,1.6991,0.2386,0.2545,0.2212
2026-07-15T10:39:01.045,90951,1.7023,0.2418,0.25,0.2235
2026-07-15T10:39:01.198,91104,1.6991,0.2404,0.2564,0.2253
2026-07-15T10:39:01.351,91257,1.7019,0.2431,0.2573,0.2248
2026-07-15T10:39:01.504,91410,1.7028,0.2436,0.2536,0.228
2026-07-15T10:39:01.657,91563,1.701,0.2436,0.2532,0.2235
2026-07-15T10:39:01.810,91716,1.7019,0.2422,0.2559,0.2244
2026-07-15T10:39:01.963,91869,1.7032,0.2395,0.2527,0.223
2026-07-15T10:39:02.116,92022,1.7028,0.2418,0.2532,0.2271
2026-07-15T10:39:02.269,92175,1.7069,0.2404,0.2523,0.2221
2026-07-15T10:39:02.422,92328,1.7037,0.2408,0.2541,0.2244
2026-07-15T10:39:02.575,92481,1.7032,0.2404,0.2559,0.2276
2026-07-15T10:39:02.728,92634,1.7083,0.2413,0.2513,0.223
2026-07-15T10:39:02.881,92787,1.7051,0.245,0.2518,0.2271
2026-07-15T10:39:03.034,92940,1.7083,0.2431,0.2541,0.2276
2026-07-15T10:39:03.187,93093,1.711,0.2463,0.255,0.2271
2026-07-15T10:39:03.340,93246,1.711,0.2431,0.2518,0.2221
2026-07-15T10:39:03.493,93399,1.7138,0.2408,0.2527,0.2262
2026-07-15T10:39:03.646,93552,1.7138,0.245,0.2555,0.2267
2026-07-15T10:39:03.799,93705,1.7147,0.2427,0.2509,0.2267
2026-07-15T10:39:03.952,93858,1.7174,0.2404,0.2541,0.2244
2026-07-15T10:39:04.105,94011,1.7151,0.2454,0.255,0.2226
2026-07-15T10:39:04.258,94164,1.7179,0.2427,0.2559,0.228
2026-07-15T10:39:04.411,94317,1.7174,0.244,0.255,0.2262
2026-07-15T10:39:04.564,94470,1.7183,0.2408,0.2564,0.2262
2026-07-15T10:39:04.717,94623,1.7224,0.245,0.2523,0.2253
2026-07-15T10:39:04.870,94776,1.7238,0.2413,0.2559,0.2276
2026-07-15T10:39:05.023,94929,1.7201,0.2422,0.2545,0.2258
2026-07-15T10:39:05.176,95082,1.7215,0.2413,0.2523,0.2248
2026-07-15T10:39:05.329,95235,1.7238,0.2422,0.2545,0.223
2026-07-15T10:39:05.482,95388,1.7233,0.2427,0.2527,0.2248
2026-07-15T10:39:05.635,95541,1.7201,0.2399,0.2559,0.2248
2026-07-15T10:39:05.788,95694,1.7238,0.2431,0.2527,0.2271
2026-07-15T10:39:05.941,95847,1.7256,0.2408,0.2536,0.2248
2026-07-15T10:39:06.095,96000,1.7201,0.2399,0.2541,0.2248
2026-07-15T10:39:06.247,96153,1.727,0.2395,0.255,0.2235
2026-07-15T10:39:06.400,96306,1.7215,0.2418,0.255,0.223
2026-07-15T10:39:06.553,96459,1.7229,0.2418,0.2545,0.2258
2026-07-15T10:39:06.706,96612,1.7215,0.2427,0.255,0.2258
2026-07-15T10:39:06.859,96765,1.7215,0.2431,0.2559,0.2239
2026-07-15T10:39:07.012,96918,1.7256,0.2445,0.2495,0.2267
2026-07-15T10:39:07.166,97071,1.7229,0.2404,0.2577,0.2239
2026-07-15T10:39:07.319,97224,1.7215,0.245,0.2518,0.2285
2026-07-15T10:39:07.472,97377,1.722,0.2427,0.255,0.2253
2026-07-15T10:39:07.624,97530,1.7211,0.2472,0.2555,0.2271
2026-07-15T10:39:07.777,97683,1.7197,0.2395,0.2532,0.228
2026-07-15T10:39:07.931,97836,1.7211,0.2431,0.2555,0.2285
2026-07-15T10:39:08.083,97989,1.7197,0.2431,0.2527,0.2258
2026-07-15T10:39:08.236,98142,1.7179,0.2445,0.2541,0.2271
2026-07-15T10:39:08.389,98295,1.7128,0.2418,0.2577,0.2258
2026-07-15T10:39:08.542,98448,1.7142,0.244,0.2541,0.2239
2026-07-15T10:39:08.695,98601,1.7142,0.2445,0.255,0.2244
2026-07-15T10:39:08.848,98754,1.7115,0.2431,0.2513,0.2253
2026-07-15T10:39:09.001,98907,1.7138,0.2422,0.2564,0.2258
2026-07-15T10:39:09.155,99060,1.711,0.2413,0.2541,0.2244
2026-07-15T10:39:09.307,99213,1.7083,0.2431,0.2504,0.2244
2026-07-15T10:39:09.460,99366,1.7133,0.2408,0.255,0.2258
2026-07-15T10:39:09.614,99519,1.6946,0.2427,0.2523,0.2235
2026-07-15T10:39:09.766,99672,1.6959,0.2418,0.2518,0.2262
2026-07-15T10:39:09.919,99825,1.6987,0.2422,0.2482,0.228
2026-07-15T10:39:10.072,99978,1.7078,0.2418,0.2532,0.2285
2026-07-15T10:39:10.225,100131,1.7106,0.2395,0.2555,0.2262
2026-07-15T10:39:10.378,100284,1.7128,0.245,0.2564,0.2248
2026-07-15T10:39:10.531,100437,1.7087,0.2399,0.2555,0.2262
2026-07-15T10:39:10.684,100590,1.7128,0.244,0.2559,0.2244
2026-07-15T10:39:10.838,100743,1.7101,0.2427,0.2532,0.228
2026-07-15T10:39:10.990,100896,1.711,0.2454,0.2545,0.223
2026-07-15T10:39:11.143,101049,1.7142,0.2422,0.2555,0.2258
2026-07-15T10:39:11.296,101202,1.7096,0.2422,0.255,0.2248
2026-07-15T10:39:11.449,101355,1.7151,0.2427,0.255,0.2258
2026-07-15T10:39:11.602,101508,1.7101,0.2413,0.255,0.2299
2026-07-15T10:39:11.755,101661,1.7128,0.2459,0.2545,0.2244
2026-07-15T10:39:11.908,101814,1.7087,0.2413,0.2527,0.2258
2026-07-15T10:39:12.061,101967,1.7106,0.2399,0.2523,0.2271
2026-07-15T10:39:12.214,102120,1.7119,0.2413,0.2504,0.2253
2026-07-15T10:39:12.367,102273,1.711,0.239,0.2532,0.2248
2026-07-15T10:39:12.520,102426,1.7087,0.2422,0.2541,0.2267
2026-07-15T10:39:12.673,102579,1.7019,0.244,0.2559,0.2262
2026-07-15T10:39:12.826,102732,1.6859,0.2413,0.255,0.2226
2026-07-15T10:39:12.979,102885,1.6818,0.2422,0.2577,0.2239
2026-07-15T10:39:13.132,103038,1.679,0.2454,0.2568,0.2244
2026-07-15T10:39:13.285,103191,1.6772,0.2408,0.2536,0.2244
2026-07-15T10:39:13.438,103344,1.6767,0.2427,0.2555,0.2239
2026-07-15T10:39:13.591,103497,1.6735,0.2413,0.2555,0.2267
2026-07-15T10:39:13.744,103650,1.6744,0.2413,0.2564,0.2253
2026-07-15T10:39:13.897,103803,1.6772,0.244,0.2573,0.2239
2026-07-15T10:39:14.050,103956,1.6831,0.245,0.255,0.2248
2026-07-15T10:39:14.203,104109,1.6827,0.2459,0.2541,0.2239
2026-07-15T10:39:14.356,104262,1.6799,0.2408,0.2555,0.223
2026-07-15T10:39:14.509,104415,1.6804,0.2431,0.255,0.229
2026-07-15T10:39:14.662,104568,1.6804,0.2454,0.2527,0.2267
2026-07-15T10:39:14.815,104721,1.6767,0.2427,0.2564,0.2258
2026-07-15T10:39:14.968,104874,1.6786,0.2427,0.2568,0.2267
2026-07-15T10:39:15.121,105027,1.6799,0.2408,0.2545,0.2226
2026-07-15T10:39:15.274,105180,1.679,0.2395,0.2523,0.2226
2026-07-15T10:39:15.427,105333,1.6836,0.2418,0.2532,0.2235
2026-07-15T10:39:15.580,105486,1.6895,0.2418,0.2513,0.2276
2026-07-15T10:39:15.733,105639,1.6859,0.2427,0.2564,0.2271
2026-07-15T10:39:15.886,105792,1.6909,0.2408,0.2536,0.2285
2026-07-15T10:39:16.039,105945,1.6868,0.2408,0.2541,0.2267
2026-07-15T10:39:16.192,106098,1.6808,0.2418,0.2513,0.2262
2026-07-15T10:39:16.345,106251,1.6804,0.2418,0.2536,0.2189
2026-07-15T10:39:16.498,106404,1.6758,0.2404,0.2541,0.2294
2026-07-15T10:39:16.651,106557,1.6767,0.2422,0.2568,0.229
2026-07-15T10:39:16.804,106710,1.6749,0.244,0.255,0.2253
2026-07-15T10:39:16.957,106863,1.6735,0.2436,0.2532,0.223
2026-07-15T10:39:17.110,107016,1.6712,0.2395,0.2532,0.2258
2026-07-15T10:39:17.263,107169,1.6712,0.2436,0.2532,0.2244
2026-07-15T10:39:17.416,107322,1.674,0.2413,0.2532,0.2239
2026-07-15T10:39:17.569,107475,1.6731,0.2436,0.2545,0.2258
2026-07-15T10:39:17.722,107628,1.6763,0.2463,0.2555,0.2267
2026-07-15T10:39:17.875,107781,1.6735,0.2395,0.2555,0.2253
2026-07-15T10:39:18.028,107934,1.6767,0.2413,0.2577,0.2235
2026-07-15T10:39:18.181,108087,1.669,0.2413,0.2527,0.2276
2026-07-15T10:39:18.334,108240,1.6731,0.244,0.2504,0.2271
2026-07-15T10:39:18.487,108393,1.674,0.2418,0.2536,0.2299
2026-07-15T10:39:18.640,108546,1.6744,0.2418,0.2559,0.2267
2026-07-15T10:39:18.793,108699,1.6754,0.2413,0.2541,0.2262
2026-07-15T10:39:18.946,108852,1.6722,0.2445,0.2564,0.2239
2026-07-15T10:39:19.099,109005,1.6744,0.2422,0.2541,0.2262
2026-07-15T10:39:19.252,109158,1.6731,0.2418,0.2532,0.2244
2026-07-15T10:39:19.405,109311,1.6717,0.2422,0.2536,0.2244
2026-07-15T10:39:19.558,109464,1.6749,0.2427,0.2555,0.2271
2026-07-15T10:39:19.711,109617,1.6763,0.2399,0.2527,0.2285
2026-07-15T10:39:19.864,109770,1.6749,0.2436,0.2545,0.2248
2026-07-15T10:39:20.017,109923,1.6754,0.2408,0.2555,0.2226
2026-07-15T10:39:20.170,110076,1.6767,0.2372,0.255,0.2271
2026-07-15T10:39:20.323,110229,1.6731,0.2445,0.2568,0.2267
2026-07-15T10:39:20.476,110382,1.6758,0.2436,0.2555,0.2262
2026-07-15T10:39:20.629,110535,1.6767,0.2413,0.2523,0.2271
2026-07-15T10:39:20.782,110688,1.6776,0.2418,0.2555,0.2253
2026-07-15T10:39:20.935,110841,1.6758,0.2413,0.2532,0.2239
2026-07-15T10:39:21.088,110994,1.6722,0.245,0.2545,0.223
2026-07-15T10:39:21.241,111147,1.6781,0.2381,0.2527,0.228
2026-07-15T10:39:21.394,111300,1.6799,0.2436,0.2532,0.2258
2026-07-15T10:39:21.547,111453,1.6744,0.2445,0.2527,0.2258
2026-07-15T10:39:21.700,111606,1.6772,0.2436,0.2527,0.2253
2026-07-15T10:39:21.853,111759,1.6767,0.2408,0.2504,0.2239
2026-07-15T10:39:22.006,111912,1.6808,0.2427,0.2527,0.2271
2026-07-15T10:39:22.159,112065,1.6754,0.2445,0.2573,0.2253
2026-07-15T10:39:22.312,112218,1.6758,0.2468,0.2527,0.2216
2026-07-15T10:39:22.465,112371,1.6735,0.2436,0.2509,0.2244
2026-07-15T10:39:22.618,112524,1.6795,0.2445,0.2541,0.2262
2026-07-15T10:39:22.771,112677,1.6786,0.2404,0.2541,0.2248
2026-07-15T10:39:22.924,112830,1.674,0.2418,0.2582,0.2248
2026-07-15T10:39:23.077,112983,1.6767,0.2427,0.2536,0.2244
2026-07-15T10:39:23.230,113136,1.6813,0.2413,0.255,0.2235
2026-07-15T10:39:23.383,113289,1.6872,0.2427,0.255,0.2248
2026-07-15T10:39:23.536,113442,1.6996,0.2418,0.2564,0.2285
2026-07-15T10:39:23.688,113595,1.7069,0.2418,0.2568,0.229
2026-07-15T10:39:23.842,113748,1.7243,0.244,0.2532,0.2248
2026-07-15T10:39:23.995,113901,1.6502,0.2386,0.2536,0.2248
2026-07-15T10:39:24.148,114054,1.7275,0.2454,0.2564,0.2262
2026-07-15T10:39:24.301,114207,14.9745,0.2102,0.2587,0.3071
2026-07-15T10:39:24.454,114360,18.0025,0.207,0.3327,0.3076
2026-07-15T10:39:24.606,114513,21.0305,0.1979,0.3318,0.2358
2026-07-15T10:39:24.760,114666,24.0585,0.2162,0.2568,0.3053
2026-07-15T10:39:24.912,114819,27.0865,0.1993,0.3318,0.3066
2026-07-15T10:39:25.066,114972,30.1145,0.202,0.3254,0.2294
2026-07-15T10:39:25.218,115125,33.1425,0.2139,0.2582,0.3053
2026-07-15T10:39:25.371,115278,36.1705,0.2057,0.3341,0.2769
2026-07-15T10:39:25.524,115431,39.1985,0.2002,0.3144,0.2244
2026-07-15T10:39:25.677,115584,40.1102,0.2175,0.255,0.3057
2026-07-15T10:39:25.830,115737,40.116,0.1993,0.335,0.2724
2026-07-15T10:39:25.983,115890,39.9642,0.207,0.298,0.2235
2026-07-15T10:39:26.137,116043,40.0113,0.2152,0.2491,0.3053
2026-07-15T10:39:26.290,116196,39.5474,0.1961,0.3322,0.2614
2026-07-15T10:39:26.443,116349,39.0091,0.2066,0.2838,0.2207
2026-07-15T10:39:26.595,116502,36.0025,0.2212,0.2463,0.3025
2026-07-15T10:39:26.749,116655,33.7421,0.1924,0.33,0.282
2026-07-15T10:39:26.901,116808,32.1536,0.2829,0.308,0.2984
2026-07-15T10:39:27.054,116961,18.333,0.2728,0.3263,0.2961
2026-07-15T10:39:27.208,117114,17.9259,0.2719,0.3245,0.2998
2026-07-15T10:39:27.360,117267,17.6536,0.2728,0.3194,0.2998
2026-07-15T10:39:27.514,117420,20.0022,0.2728,0.3226,0.2952
2026-07-15T10:39:27.667,117573,20.0959,0.2747,0.3231,0.3021
2026-07-15T10:39:27.819,117726,19.9936,0.2719,0.3263,0.2989
2026-07-15T10:39:27.973,117879,20.0095,0.2705,0.3217,0.2989
2026-07-15T10:39:28.126,118032,20.0283,0.2705,0.3254,0.297
2026-07-15T10:39:28.279,118185,20.0635,0.2715,0.3217,0.2975
2026-07-15T10:39:28.431,118338,20.1275,0.2664,0.3272,0.3012
2026-07-15T10:39:28.585,118491,19.9634,0.2737,0.3226,0.2993
2026-07-15T10:39:28.738,118644,32.2558,0.2769,0.2504,0.297
